2.585785090923309326e-02,1.018935918807983398e+00,6.203756853938102722e-02,2.113771438598632812e+00,2.893492507934570312e+01
3.596618175506591797e+00,6.199861168861389160e-01,8.729147911071777344e-01,2.451950073242187500e+00,1.630471420288085938e+01
4.048513412475585938e+00,9.219793677330017090e-01,1.342548608779907227e+00,2.008379459381103516e+00,2.464279747009277344e+01
1.273790478706359863e+00,1.218783497810363770e+00,8.506570756435394287e-02,1.700894832611083984e+00,1.299799537658691406e+01
3.758327245712280273e+00,1.250535011291503906e+00,1.391993314027786255e-01,3.755017280578613281e+00,8.197305679321289062e+00
2.513780117034912109e+00,6.340662837028503418e-01,5.163803100585937500e-01,2.728777647018432617e+00,1.621656417846679688e+01
3.140959501266479492e+00,9.670425057411193848e-01,2.214014083147048950e-01,-2.123433589935302734e+00,2.062533950805664062e+01
2.442135214805603027e-01,9.708191156387329102e-01,2.425171285867691040e-01,-9.608036279678344727e-01,1.205338478088378906e+01
2.006303817033767700e-01,9.433670639991760254e-01,2.841716110706329346e-01,1.342221140861511230e+00,9.609326362609863281e+00
2.733319520950317383e+00,1.124583721160888672e+00,4.630561172962188721e-01,-2.230861186981201172e+00,2.575492477416992188e+01
5.552539825439453125e+00,9.970370531082153320e-01,9.803853034973144531e-01,2.331380099058151245e-01,3.448596954345703125e+01
3.164927005767822266e+00,4.989716410636901855e-01,2.823261022567749023e-01,2.719686031341552734e+00,1.455801105499267578e+01
1.368703246116638184e+00,1.104751944541931152e+00,3.084490597248077393e-01,2.062753915786743164e+00,1.639056205749511719e+01
3.944534301757812500e+00,1.015533924102783203e+00,1.123303920030593872e-01,-3.138955354690551758e+00,2.163681411743164062e+01
4.093046665191650391e+00,9.384000897407531738e-01,5.389583110809326172e-02,1.061529278755187988e+00,1.509010314941406250e+01
6.609866619110107422e-01,1.009562730789184570e+00,7.910666465759277344e-01,9.662309288978576660e-01,2.064387702941894531e+01
6.853734850883483887e-01,1.018203973770141602e+00,1.008153706789016724e-01,2.526766300201416016e+00,5.546658992767333984e+00
4.870502471923828125e+00,1.248257040977478027e+00,1.083055496215820312e+00,1.529033660888671875e+00,1.644501495361328125e+01
2.793020248413085938e+00,8.989966511726379395e-01,8.646132349967956543e-01,2.651055574417114258e+00,2.102083015441894531e+01
5.667026996612548828e+00,1.088600158691406250e+00,5.776285752654075623e-02,9.125273823738098145e-01,2.124452972412109375e+01
3.629655599594116211e+00,1.001641988754272461e+00,8.794112205505371094e-01,3.050611913204193115e-01,1.520979595184326172e+01
3.041094779968261719e+00,1.298194169998168945e+00,3.234837576746940613e-02,1.218255400657653809e+00,7.488293647766113281e+00
4.808318018913269043e-01,1.166618585586547852e+00,8.872878551483154297e-02,1.482712388038635254e+00,2.819038581848144531e+01
4.915889739990234375e+00,7.934901714324951172e-01,4.152265489101409912e-01,-1.015312314033508301e+00,7.879106998443603516e+00
2.667038679122924805e+00,1.160741686820983887e+00,8.471120148897171021e-02,-1.778299450874328613e+00,9.769962310791015625e+00
2.291320562362670898e-01,1.328273296356201172e+00,5.355167016386985779e-02,-2.882037639617919922e+00,2.284416198730468750e+01
1.585388898849487305e+00,7.882393002510070801e-01,1.120959520339965820e-01,-1.410804629325866699e+00,2.320526123046875000e+01
1.068777680397033691e+00,7.224085330963134766e-01,9.705924391746520996e-01,-1.423748373985290527e+00,1.926508140563964844e+01
4.574693202972412109e+00,1.171304583549499512e+00,9.967973828315734863e-01,-9.844703674316406250e-01,2.361166191101074219e+01
3.720847845077514648e+00,1.244879484176635742e+00,-3.607064113020896912e-02,-1.951319098472595215e+00,4.410128784179687500e+01
5.188810825347900391e+00,7.532111406326293945e-01,7.078377157449722290e-02,2.182959556579589844e+00,1.294804477691650391e+01
8.417620658874511719e-01,9.077203869819641113e-01,2.818086147308349609e-01,-1.801739931106567383e+00,1.379907703399658203e+01
1.563653945922851562e+00,1.035588145256042480e+00,5.409286916255950928e-02,1.686239838600158691e+00,2.009399795532226562e+01
2.201493740081787109e+00,9.180710911750793457e-01,6.158528849482536316e-02,3.298881530761718750e+00,1.161941051483154297e+01
3.522411108016967773e+00,1.318116664886474609e+00,8.335849642753601074e-01,-1.800610661506652832e+00,2.902892303466796875e+01
7.455879449844360352e-01,9.302121996879577637e-01,4.994858801364898682e-02,9.340549707412719727e-01,3.708798217773437500e+01
5.740541458129882812e+00,7.723386287689208984e-01,7.012614607810974121e-01,1.161782145500183105e+00,2.737515830993652344e+01
3.618994951248168945e+00,1.124473929405212402e+00,8.652336001396179199e-01,-9.580236077308654785e-01,3.869832611083984375e+01
7.080879807472229004e-01,9.410764575004577637e-01,7.346558570861816406e-01,1.788079142570495605e-01,1.671628379821777344e+01
1.499259378761053085e-02,9.090661406517028809e-01,1.321914941072463989e-01,-1.150957196950912476e-01,1.236885833740234375e+01
6.267565727233886719e+00,1.168712496757507324e+00,3.304785862565040588e-02,-9.552426338195800781e-01,1.980312538146972656e+01
3.779816150665283203e+00,9.064755439758300781e-01,9.308657050132751465e-01,-1.129176855087280273e+00,2.247027206420898438e+01
4.449608922004699707e-01,1.632546901702880859e+00,4.929805397987365723e-01,-3.156672418117523193e-01,4.344841384887695312e+01
1.956461191177368164e+00,1.414878010749816895e+00,7.349479198455810547e-02,-2.627483606338500977e+00,1.104976940155029297e+01
1.536956429481506348e+00,1.438836216926574707e+00,5.260943174362182617e-01,-2.351768255233764648e+00,1.437353134155273438e+01
8.200949430465698242e-01,9.375643134117126465e-01,7.938184738159179688e-01,4.764260649681091309e-01,2.710197639465332031e+01
6.040367126464843750e+00,8.455047011375427246e-01,4.677289724349975586e-02,1.130230307579040527e+00,1.953605461120605469e+01
3.346791028976440430e+00,1.090292453765869141e+00,1.308322399854660034e-01,-1.342050552368164062e+00,-6.482595205307006836e-01
5.619746685028076172e+00,7.965413928031921387e-01,3.541659936308860779e-02,-5.077948570251464844e-01,2.289310455322265625e+01
2.990272283554077148e+00,9.030351042747497559e-01,2.917164005339145660e-02,-1.738607287406921387e+00,2.566069412231445312e+01
9.467123746871948242e-01,1.170135855674743652e+00,3.873326480388641357e-01,-4.278426468372344971e-01,1.851278877258300781e+01
3.655905008316040039e+00,1.109539270401000977e+00,1.038056463003158569e-01,-2.391826629638671875e+00,2.118476104736328125e+01
5.758936882019042969e+00,1.514134168624877930e+00,8.493556976318359375e-01,-9.116896986961364746e-01,3.378649520874023438e+01
3.066158771514892578e+00,9.327881336212158203e-01,9.486396908760070801e-01,7.590493559837341309e-01,4.162475967407226562e+01
1.380746513605117798e-01,9.679232835769653320e-01,6.900783777236938477e-01,-1.821308135986328125e-01,1.751456451416015625e+01
