5.394111674406409662e+01,2.113282607508027766e+00,2.811167592044858804e-02,2.268752753779149600e+02,0.000000000000000000e+00,-1.000000000000000000e+00
3.905514280835812713e+01,2.412671691293506893e+00,3.556969484636366197e+00,2.198488362110568346e+02,5.000000000000000000e+00,-1.000000000000000000e+00
1.031118226418874286e+02,2.015832869162531349e+00,4.063079594379110482e+00,3.940474430402129542e+02,5.000000000000000000e+00,-1.000000000000000000e+00
1.238508247126556654e+02,1.729020682114874807e+00,1.240024748630264462e+00,3.601103941457435553e+02,0.000000000000000000e+00,-1.000000000000000000e+00
1.787688063908723635e+01,3.775764223555397425e+00,3.673797046783165765e+00,3.902117950204443559e+02,0.000000000000000000e+00,-1.000000000000000000e+00
2.510581063978070659e+01,2.742441978651786627e+00,2.499334699724569564e+00,1.957677207593727928e+02,0.000000000000000000e+00,-1.000000000000000000e+00
3.191541189893092323e+01,-2.191121593114341515e+00,3.153437051330941543e+00,1.445636647480189083e+02,0.000000000000000000e+00,-1.000000000000000000e+00
6.806923582386011162e+01,-9.709759394716569458e-01,2.460040756018300190e-01,1.035818892882813032e+02,4.000000000000000000e+00,-1.000000000000000000e+00
6.980791516231204241e+01,1.366434329230060918e+00,2.023623360866504406e-01,1.464603130024718780e+02,0.000000000000000000e+00,-1.000000000000000000e+00
1.368912442036156847e+02,-2.280011498863722341e+00,2.636177546475712674e+00,6.764633570135570153e+02,5.000000000000000000e+00,-1.000000000000000000e+00
1.363575911444387714e+02,2.335360897530050217e-01,5.499032057661545458e+00,1.414892983693524684e+02,5.000000000000000000e+00,-1.000000000000000000e+00
1.736424064572141290e+01,2.673565420376960766e+00,3.256947476135575670e+00,1.264638263933703968e+02,0.000000000000000000e+00,-1.000000000000000000e+00
1.535394568660117898e+01,2.069517733261271086e+00,1.352451975838599996e+00,6.179184905996221744e+01,0.000000000000000000e+00,-1.000000000000000000e+00
2.263791638295249342e+01,-3.095937513931390050e+00,4.025950991415426117e+00,2.508358232539435164e+02,0.000000000000000000e+00,-1.000000000000000000e+00
3.079241917864172251e+01,1.070153917485218820e+00,4.049671294533577104e+00,5.103220140708855723e+01,0.000000000000000000e+00,-1.000000000000000000e+00
4.250942797267308038e+01,9.701968270601603050e-01,6.463445399911362799e-01,6.464360478854747782e+01,5.000000000000000000e+00,-1.000000000000000000e+00
4.030427658716707384e+01,2.578644427255652349e+00,6.711470520381200844e-01,2.671636909995442011e+02,0.000000000000000000e+00,-1.000000000000000000e+00
8.047320836242744235e+01,1.499038575231848913e+00,4.877602335133569333e+00,1.893027209857961566e+02,5.000000000000000000e+00,-1.000000000000000000e+00
