3.889607238769531250e+01,-1.333846926689147949e+00,5.420530796051025391e+00,7.948173522949218750e+01,0.000000000000000000e+00,-1.000000000000000000e+00
1.010237503051757812e+02,-1.713054925203323364e-01,1.817807555198669434e+00,1.046487579345703125e+02,5.000000000000000000e+00,-1.000000000000000000e+00
1.099474487304687500e+02,1.007151454687118530e-01,3.224692583084106445e+00,1.114714813232421875e+02,5.000000000000000000e+00,5.704312801361083984e+00
1.206720352172851562e+02,7.270630598068237305e-01,5.689394474029541016e+00,1.546279144287109375e+02,0.000000000000000000e+00,-1.000000000000000000e+00
2.354895401000976562e+01,-5.564472079277038574e-01,6.140045642852783203e+00,2.859273910522460938e+01,0.000000000000000000e+00,-1.000000000000000000e+00
1.760334205627441406e+01,-4.462184429168701172e+00,2.554187774658203125e+00,7.630390625000000000e+02,0.000000000000000000e+00,-1.000000000000000000e+00
1.670513534545898438e+01,-4.145215511322021484e+00,3.862085103988647461e+00,5.274560546875000000e+02,0.000000000000000000e+00,-1.000000000000000000e+00
4.312247848510742188e+01,6.258702874183654785e-01,3.731544733047485352e+00,5.379790878295898438e+01,4.000000000000000000e+00,-1.000000000000000000e+00
3.389775848388671875e+01,-1.939553618431091309e+00,6.042867183685302734e+00,1.204397048950195312e+02,5.000000000000000000e+00,-1.000000000000000000e+00
4.278105163574218750e+01,4.124826565384864807e-02,1.651252388954162598e+00,4.371674346923828125e+01,4.000000000000000000e+00,-1.000000000000000000e+00
4.772108459472656250e+01,-1.225180923938751221e-01,2.362698763608932495e-01,4.842196273803710938e+01,0.000000000000000000e+00,-1.000000000000000000e+00
7.292826843261718750e+01,8.680878281593322754e-01,5.111711978912353516e+00,1.027362518310546875e+02,4.000000000000000000e+00,-1.000000000000000000e+00
8.018370819091796875e+01,7.921733260154724121e-01,2.367693662643432617e+00,1.083891677856445312e+02,5.000000000000000000e+00,-1.000000000000000000e+00
1.655381965637207031e+01,-6.816397905349731445e-01,9.061692357063293457e-01,2.163510131835937500e+01,0.000000000000000000e+00,-1.000000000000000000e+00
1.820857238769531250e+01,-3.626458406448364258e+00,9.378874897956848145e-01,3.424125366210937500e+02,4.000000000000000000e+00,-1.000000000000000000e+00
1.514253997802734375e+01,-1.786588430404663086e+00,3.964386701583862305e+00,4.659822082519531250e+01,0.000000000000000000e+00,-1.000000000000000000e+00
9.929841613769531250e+01,-1.588620692491531372e-01,5.620912551879882812e+00,1.018465652465820312e+02,0.000000000000000000e+00,-1.000000000000000000e+00
1.091192169189453125e+02,-6.566206216812133789e-01,5.087817668914794922e+00,1.346351776123046875e+02,0.000000000000000000e+00,-1.000000000000000000e+00
2.151761779785156250e+02,3.099082596600055695e-02,5.022760391235351562e+00,2.175023803710937500e+02,5.000000000000000000e+00,1.175156593322753906e+01
3.838283386230468750e+02,-7.691767811775207520e-02,2.026773691177368164e+00,3.923919677734375000e+02,5.000000000000000000e+00,-1.000000000000000000e+00
1.812807846069335938e+01,-1.118008375167846680e+00,4.204011440277099609e+00,3.093161201477050781e+01,0.000000000000000000e+00,-1.000000000000000000e+00
2.045007324218750000e+01,9.229168891906738281e-01,1.680750966072082520e+00,3.001488685607910156e+01,4.000000000000000000e+00,-1.000000000000000000e+00
3.269717025756835938e+01,8.141881823539733887e-01,5.406967177987098694e-02,4.466035079956054688e+01,0.000000000000000000e+00,-1.000000000000000000e+00
4.590843963623046875e+01,1.358932495117187500e+00,3.920720100402832031e+00,9.598363494873046875e+01,0.000000000000000000e+00,-1.000000000000000000e+00
