1.099897859547658507e+00,9.645928291550387446e-01,5.618048034117772982e-02,1.909313134698918057e+00,4.000000000000000000e+00,3.730124801458064354e+01,1.924363337386164385e+00,1.099847360455770584e+00,1.305563800047250425e+02,0.000000000000000000e+00,-1.000000000000000000e+00
4.328151162670131669e+00,7.533556742306197762e-01,6.034142063489640329e-01,1.546965320528670862e+00,3.000000000000000000e+00,3.881099837414419085e+01,1.514360872840223804e+00,4.287036241667908421e+00,9.259716352391127714e+01,0.000000000000000000e+00,-1.000000000000000000e+00
4.754430475065944961e+00,1.146846326266888649e+00,9.868291239846845864e-01,1.151017803949939688e+00,2.500000000000000000e+01,1.204940655695645830e+02,1.150487426219429343e+00,4.794603665046434315e+00,2.098976732174181450e+02,5.000000000000000000e+00,-1.000000000000000000e+00
1.133032811462643785e+00,8.382878224376494325e-01,8.315436075567539387e-02,-1.723435661044441236e+00,9.000000000000000000e+00,1.634231208441186567e+01,-1.722276923355274381e+00,1.124575156725503122e+00,4.759938024725447292e+01,0.000000000000000000e+00,-1.000000000000000000e+00
1.120398382208815713e+00,8.550322051138492530e-01,7.328835187507209969e-02,2.546971818947274979e+00,1.200000000000000000e+01,2.039209168698545582e+01,2.529010552820702085e+00,1.102716053344818370e+00,1.288348463848096230e+02,0.000000000000000000e+00,-1.000000000000000000e+00
3.284076486634652792e+00,9.801663928640133028e-01,9.698847865752391328e-01,-6.258682622524966987e-01,2.000000000000000000e+01,6.490503976755060478e+01,-6.385904572598570805e-01,3.292599832951976335e+00,7.910613077255119663e+01,4.000000000000000000e+00,-1.000000000000000000e+00
1.914980573176922274e+00,1.014734319992945499e+00,9.774545210546128349e-01,-8.324988982276818050e-02,2.000000000000000000e+01,7.693265998227271041e+01,-8.486862775195992692e-02,1.923316315876205662e+00,7.789805842725093044e+01,5.000000000000000000e+00,-1.000000000000000000e+00
5.502093542440511520e-01,8.050916362977345031e-01,4.091485278023820893e-02,1.870088181772148195e+00,4.700000000000000000e+01,9.215157359629245093e+01,1.867249852656750919e+00,5.581899014751162680e-01,3.058139796545400486e+02,0.000000000000000000e+00,-1.000000000000000000e+00
4.536083324485510104e+00,8.926795913490624956e-01,9.799899015716772022e-01,-6.270993056454869929e-01,2.700000000000000000e+01,1.126897025916025115e+02,-6.442599027262335687e-01,4.568192476814687097e+00,1.375291211994649245e+02,5.000000000000000000e+00,-1.000000000000000000e+00
1.079414150885397827e+00,9.807115397060511830e-01,3.131732175799810669e-01,1.687946970602253849e+00,1.000000000000000000e+01,2.987349462678935197e+01,1.686935316500538740e+00,1.099832124586290538e+00,8.376629250329379772e+01,4.000000000000000000e+00,-1.000000000000000000e+00
