1.86592,2.75083,2.14375,0.97223,2.64481e-06,
1.90434,2.55238,2.00379,0.982993,2.04687e-06,
76.5407,2.57118,2.28883,0.983898,1.96605e-06,
60.5044,2.68595,1.05867,2.41154,1.22486e+09,
59.2878,3.05646,1.04892,2.47154,1.00219e+11,
63.93,2.97762,0.888841,2.44719,9.14632e+13,
1.23069,1.77297,1.65161,0.894736,0.00888037,
1.1406,2.96122,1.99586,0.921121,0.0016688,
21.2426,2.14706,1.2049,0.920679,0.00763375,
20.5113,2.98712,1.20189,4.78731,7.10158e+06,
22.6966,2.02767,2.50754,4.91265,9.46586e+06,
20.2462,3.41469,1.52689,5.12054,153345,
1.19226,2.52995,1.48698,0.901434,0.000251064,
1.14445,2.90628,1.23873,0.910352,0.000720735,
63.6219,2.67456,1.60256,0.910332,0.000278741,
69.6167,3.28121,1.31324,1.81655,597409,
66.1206,3.05368,1.02872,1.80556,1.9662e+08,
68.3385,2.24294,1.18344,1.83275,1.54348e+08,
1.25748,1.99906,1.49084,0.906844,0.00103925,
1.11569,2.6419,1.71917,0.880103,0.000674652,
5.2112,2.52785,1.83333,0.880936,0.00078497,
6.56267,4.27891,1.07141,0.16842,2.53652e+09,
6.19287,2.12948,1.11119,0.16058,5.4363e+06,
6.91598,1.99456,1.42373,0.168901,6.46868e+10,
1.2185,2.58911,1.67448,0.912934,0.000143429,
1.17622,3.21915,1.70394,0.909958,0.000346861,
5.86602,2.69893,1.55296,0.909861,6.60516e-05,
7.51427,2.66735,1.14402,0.753497,7.53494e+06,
7.58501,2.45124,1.01652,0.762478,2.45012e+10,
7.61323,2.45272,1.03367,0.764235,2.97598e+11,
1.74284,2.51711,1.71653,0.964469,2.4508e-06,
1.67567,2.7958,2.35313,0.968166,7.01022e-06,
687.37,2.55653,1.89556,0.969826,4.47157e-06,
378.572,2.44607,0.89074,1.55627,40661.9,
413.405,3.11027,2.5981,1.58729,1.66699e+07,
417.776,3.0314,2.91786,1.56959,2.48934e+16,
1.16246,2.04865,1.45475,0.877337,0.0372361,
1.06057,3.77131,1.94806,0.813762,0.156566,
7.46951,3.09154,1.50498,0.818458,0.0273051,
9.25299,3.87935,0.902909,0.287099,2790.55,
